UNITID,total_faculty,female_faculty_percent,male_faculty_percent,diversity_category,faculty_size_category,faculty_description,diversity_index,asian_faculty_percent,black_faculty_percent,hispanic_faculty_percent,white_faculty_percent
183910,405,60.2,39.8,Moderate,Medium,405 faculty (balanced) | Female-majority faculty (60.2%) | Moderately diverse faculty,0.334,7.9,2.5,4.9,81.0
153922,405,40.0,60.0,Low,Medium,405 faculty (balanced) | Male-majority faculty (60.0%) | Emerging faculty diversity,0.126,0.0,2.2,4.4,93.3
168607,405,33.3,66.7,Low,Medium,405 faculty (balanced) | Male-majority faculty (66.7%) | Emerging faculty diversity,0.043,2.2,0.0,0.0,97.8
214652,404,60.6,39.4,Moderate,Medium,404 faculty (balanced) | Female-majority faculty (60.6%) | Moderately diverse faculty,0.427,7.4,1.2,1.2,74.0
177339,403,40.7,59.3,Moderate,Medium,403 faculty (balanced) | Gender-balanced faculty (40.7% female) | Moderately diverse faculty,0.484,1.7,1.2,2.5,65.8
153366,403,61.5,38.5,Low,Medium,403 faculty (balanced) | Female-majority faculty (61.5%) | Emerging faculty diversity,0.216,5.0,2.5,0.0,88.3
144218,402,53.5,46.5,High,Medium,402 faculty (balanced) | Gender-balanced faculty (53.5% female) | Highly diverse faculty | Strong 21.6% hispanic faculty representation,0.625,10.0,0.0,21.6,56.0
157058,401,43.1,56.9,High,Medium,401 faculty (balanced) | Gender-balanced faculty (43.1% female) | Highly diverse faculty | Strong 27.7% black faculty representation,0.751,10.0,27.7,1.2,36.4
212656,400,37.5,62.5,Low,Medium,400 faculty (balanced) | Male-majority faculty (62.5%) | Emerging faculty diversity,0.096,0.0,3.8,1.2,95.0
128498,400,53.0,47.0,Moderate,Medium,400 faculty (balanced) | Gender-balanced faculty (53.0% female) | Moderately diverse faculty,0.412,11.2,9.0,2.2,75.2
384342,400,55.0,45.0,Low,Medium,400 faculty (balanced) | Gender-balanced faculty (55.0% female) | Emerging faculty diversity,0.165,3.8,1.2,2.5,91.2
203678,399,68.4,31.6,Low,Medium,399 faculty (balanced) | Female-majority faculty (68.4%) | Emerging faculty diversity,0.194,7.0,1.8,0.0,89.5
199643,399,47.4,52.6,Moderate,Medium,399 faculty (balanced) | Gender-balanced faculty (47.4% female) | Moderately diverse faculty | Strong 63.2% black faculty representation,0.529,3.5,63.2,1.8,26.3
239309,399,54.4,45.6,Low,Medium,399 faculty (balanced) | Gender-balanced faculty (54.4% female) | Emerging faculty diversity,0.283,5.3,5.3,0.0,84.2
157739,399,57.6,42.4,Low,Medium,399 faculty (balanced) | Gender-balanced faculty (57.6% female) | Emerging faculty diversity,0.073,0.0,1.3,0.0,96.2
198710,399,64.9,35.1,Low,Medium,399 faculty (balanced) | Female-majority faculty (64.9%) | Emerging faculty diversity,0.0,0.0,0.0,0.0,100.0
188438,398,54.8,45.2,Low,Medium,398 faculty (balanced) | Gender-balanced faculty (54.8% female) | Emerging faculty diversity,0.239,6.8,1.3,2.5,86.9
135160,398,66.8,33.2,Moderate,Medium,398 faculty (balanced) | Female-majority faculty (66.8%) | Moderately diverse faculty,0.326,1.3,8.0,6.3,81.4
150941,398,46.7,53.3,Low,Medium,398 faculty (balanced) | Gender-balanced faculty (46.7% female) | Emerging faculty diversity,0.106,3.0,1.3,1.3,94.5
235671,397,37.0,63.0,Moderate,Medium,397 faculty (balanced) | Male-majority faculty (63.0%) | Moderately diverse faculty,0.527,7.3,5.5,3.5,66.2
237817,397,67.0,33.0,Low,Medium,397 faculty (balanced) | Female-majority faculty (67.0%) | Emerging faculty diversity,0.035,1.8,0.0,0.0,98.2
117715,397,63.5,36.5,High,Medium,397 faculty (balanced) | Female-majority faculty (63.5%) | Highly diverse faculty | Strong 48.1% black faculty representation,0.692,3.8,48.1,11.3,15.1
224004,396,54.5,45.5,Moderate,Medium,396 faculty (balanced) | Gender-balanced faculty (54.5% female) | Moderately diverse faculty,0.486,2.3,8.1,10.4,70.2
451750,396,84.1,15.9,Moderate,Medium,396 faculty (balanced) | Female-majority faculty (84.1%) | Moderately diverse faculty,0.317,6.8,9.1,0.0,81.8
206923,396,68.2,31.8,Low,Medium,396 faculty (balanced) | Female-majority faculty (68.2%) | Emerging faculty diversity,0.282,0.0,0.0,4.5,84.1
173203,395,46.8,53.2,Low,Medium,395 faculty (balanced) | Gender-balanced faculty (46.8% female) | Emerging faculty diversity,0.121,1.3,1.3,2.5,93.7
114938,395,55.4,44.6,High,Medium,395 faculty (balanced) | Gender-balanced faculty (55.4% female) | Highly diverse faculty | Strong 30.1% hispanic faculty representation,0.645,4.3,1.3,30.1,50.4
206349,395,76.2,23.8,Low,Medium,395 faculty (balanced) | Female-majority faculty (76.2%) | Emerging faculty diversity,0.176,1.3,8.4,0.0,90.4
123970,394,64.0,36.0,Moderate,Medium,394 faculty (balanced) | Female-majority faculty (64.0%) | Moderately diverse faculty,0.511,7.4,6.1,14.0,67.8
220181,393,49.1,50.9,High,Medium,"393 faculty (balanced) | Gender-balanced faculty (49.1% female) | Highly diverse faculty | Strong 16.0% asian faculty, 54.2% black faculty representation",0.63,16.0,54.2,1.3,21.6
172307,393,47.1,52.9,Low,Medium,393 faculty (balanced) | Gender-balanced faculty (47.1% female) | Emerging faculty diversity,0.176,1.8,4.1,0.0,90.6
207281,393,59.0,41.0,Low,Medium,393 faculty (balanced) | Gender-balanced faculty (59.0% female) | Emerging faculty diversity,0.213,0.0,3.8,2.5,88.5
107521,392,50.0,50.0,Low,Medium,392 faculty (balanced) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity,0.197,1.8,7.1,0.0,89.3
167792,392,45.9,54.1,Low,Medium,392 faculty (balanced) | Gender-balanced faculty (45.9% female) | Emerging faculty diversity,0.212,4.6,4.6,2.3,88.5
125170,391,51.4,48.6,High,Medium,"391 faculty (balanced) | Gender-balanced faculty (51.4% female) | Highly diverse faculty | Strong 18.7% asian faculty, 18.9% hispanic faculty representation",0.715,18.7,8.2,18.9,44.8
220710,391,57.8,42.2,Low,Medium,391 faculty (balanced) | Gender-balanced faculty (57.8% female) | Emerging faculty diversity,0.155,4.3,1.3,1.3,91.8
167376,390,66.7,33.3,Low,Medium,390 faculty (balanced) | Female-majority faculty (66.7%) | Emerging faculty diversity,0.276,3.8,2.6,7.7,84.6
179955,390,50.8,49.2,Low,Medium,390 faculty (balanced) | Gender-balanced faculty (50.8% female) | Emerging faculty diversity,0.198,5.1,5.6,0.0,89.2
140988,389,49.4,50.6,Low,Medium,389 faculty (balanced) | Gender-balanced faculty (49.4% female) | Emerging faculty diversity,0.262,3.9,9.0,1.8,85.3
153162,389,52.2,47.8,Moderate,Medium,389 faculty (balanced) | Gender-balanced faculty (52.2% female) | Moderately diverse faculty,0.346,5.1,2.6,3.1,80.5
399911,389,49.9,50.1,High,Medium,389 faculty (balanced) | Gender-balanced faculty (49.9% female) | Highly diverse faculty | Strong 26.5% asian faculty representation,0.635,26.5,5.9,6.2,53.2
205203,388,54.1,45.9,Low,Medium,388 faculty (balanced) | Gender-balanced faculty (54.1% female) | Emerging faculty diversity,0.189,3.1,7.2,0.0,89.7
234696,388,54.4,45.6,Low,Medium,388 faculty (balanced) | Gender-balanced faculty (54.4% female) | Emerging faculty diversity,0.099,1.3,0.0,0.0,94.8
219277,388,53.9,46.1,Moderate,Medium,388 faculty (balanced) | Gender-balanced faculty (53.9% female) | Moderately diverse faculty,0.549,0.0,0.0,5.4,44.8
160481,388,66.8,33.2,Low,Medium,388 faculty (balanced) | Female-majority faculty (66.8%) | Emerging faculty diversity,0.137,3.6,1.8,0.0,92.8
103893,387,72.1,27.9,Moderate,Medium,387 faculty (balanced) | Female-majority faculty (72.1%) | Moderately diverse faculty,0.488,4.7,9.3,11.6,69.8
123952,387,39.5,60.5,High,Medium,387 faculty (balanced) | Male-majority faculty (60.5%) | Highly diverse faculty,0.621,11.6,4.7,7.0,58.1
496043,387,41.9,58.1,High,Medium,387 faculty (balanced) | Gender-balanced faculty (41.9% female) | Highly diverse faculty | Strong 46.5% asian faculty representation,0.675,46.5,4.7,11.6,30.2
198899,387,58.4,41.6,Low,Medium,387 faculty (balanced) | Gender-balanced faculty (58.4% female) | Emerging faculty diversity,0.11,1.3,1.8,1.3,94.3
174756,387,48.3,51.7,Low,Medium,387 faculty (balanced) | Gender-balanced faculty (48.3% female) | Emerging faculty diversity,0.192,5.2,0.0,3.9,89.7
118772,385,59.7,40.3,High,Medium,"385 faculty (balanced) | Gender-balanced faculty (59.7% female) | Highly diverse faculty | Strong 34.5% black faculty, 18.7% hispanic faculty representation",0.759,6.2,34.5,18.7,27.0
173638,385,41.6,58.4,Low,Medium,385 faculty (balanced) | Gender-balanced faculty (41.6% female) | Emerging faculty diversity,0.076,1.3,1.3,1.3,96.1
106625,385,58.2,41.8,Low,Medium,385 faculty (balanced) | Gender-balanced faculty (58.2% female) | Emerging faculty diversity,0.036,0.0,1.8,0.0,98.2
233648,385,58.2,41.8,Low,Medium,385 faculty (balanced) | Gender-balanced faculty (58.2% female) | Emerging faculty diversity,0.036,1.8,0.0,0.0,98.2
197966,385,61.8,38.2,Low,Medium,385 faculty (balanced) | Female-majority faculty (61.8%) | Emerging faculty diversity,0.204,0.0,3.6,1.8,89.1
216694,384,57.8,42.2,Low,Medium,384 faculty (balanced) | Gender-balanced faculty (57.8% female) | Emerging faculty diversity,0.18,3.9,4.4,1.3,90.4
172334,383,47.5,52.5,Low,Medium,383 faculty (balanced) | Gender-balanced faculty (47.5% female) | Emerging faculty diversity,0.281,3.9,12.3,0.0,83.8
421878,382,64.9,35.1,High,Medium,"382 faculty (balanced) | Female-majority faculty (64.9%) | Highly diverse faculty | Strong 28.5% asian faculty, 27.5% black faculty, 16.5% hispanic faculty representation",0.74,28.5,27.5,16.5,27.5
150668,382,59.7,40.3,Low,Medium,382 faculty (balanced) | Gender-balanced faculty (59.7% female) | Emerging faculty diversity,0.231,1.8,3.1,3.9,87.4
236896,382,41.4,58.6,Low,Medium,382 faculty (balanced) | Gender-balanced faculty (41.4% female) | Emerging faculty diversity,0.298,2.6,1.3,8.4,83.2
242662,381,54.6,45.4,Low,Medium,381 faculty (balanced) | Gender-balanced faculty (54.6% female) | Emerging faculty diversity | Strong 97.4% hispanic faculty representation,0.051,0.0,0.0,97.4,2.6
201821,380,78.7,21.3,Low,Medium,380 faculty (balanced) | Female-majority faculty (78.7%) | Emerging faculty diversity,0.254,2.4,9.5,2.4,85.8
186034,380,64.5,35.5,Moderate,Medium,380 faculty (balanced) | Female-majority faculty (64.5%) | Moderately diverse faculty,0.499,6.6,13.2,10.5,68.4
385415,380,59.5,40.5,Moderate,Medium,380 faculty (balanced) | Gender-balanced faculty (59.5% female) | Moderately diverse faculty | Strong 25.0% asian faculty representation,0.579,25.0,4.7,8.9,58.9
221731,379,60.7,39.3,Low,Medium,379 faculty (balanced) | Female-majority faculty (60.7%) | Emerging faculty diversity,0.149,1.3,5.3,1.3,92.1
105589,379,74.7,25.3,Moderate,Medium,379 faculty (balanced) | Female-majority faculty (74.7%) | Moderately diverse faculty,0.33,0.0,2.4,1.8,81.3
225201,378,33.3,66.7,High,Medium,378 faculty (balanced) | Male-majority faculty (66.7%) | Highly diverse faculty | Strong 35.7% hispanic faculty representation,0.71,2.4,14.3,35.7,35.7
215415,378,26.2,73.8,Low,Medium,378 faculty (balanced) | Male-majority faculty (73.8%) | Emerging faculty diversity,0.046,0.0,2.4,0.0,97.6
150677,378,40.7,59.3,Low,Medium,378 faculty (balanced) | Gender-balanced faculty (40.7% female) | Emerging faculty diversity,0.206,0.0,3.7,3.7,88.9
199485,378,59.3,40.7,Low,Medium,378 faculty (balanced) | Gender-balanced faculty (59.3% female) | Emerging faculty diversity,0.171,0.0,7.4,1.9,90.7
179645,378,48.9,51.1,Low,Medium,378 faculty (balanced) | Gender-balanced faculty (48.9% female) | Emerging faculty diversity,0.061,0.0,0.0,0.0,96.8
446118,378,69.0,31.0,High,Medium,"378 faculty (balanced) | Female-majority faculty (69.0%) | Highly diverse faculty | Strong 21.4% black faculty, 28.6% hispanic faculty representation",0.76,11.9,21.4,28.6,31.0
238014,376,60.4,39.6,Low,Medium,376 faculty (balanced) | Female-majority faculty (60.4%) | Emerging faculty diversity,0.141,3.7,1.9,1.9,92.6
217907,376,50.5,49.5,High,Medium,376 faculty (balanced) | Gender-balanced faculty (50.5% female) | Highly diverse faculty,0.666,2.7,6.4,1.3,32.7
175980,376,44.9,55.1,Low,Medium,376 faculty (balanced) | Gender-balanced faculty (44.9% female) | Emerging faculty diversity,0.231,4.5,2.7,1.3,87.5
162690,375,62.7,37.3,Low,Medium,375 faculty (balanced) | Female-majority faculty (62.7%) | Emerging faculty diversity,0.15,1.3,5.3,1.3,92.0
101693,375,64.8,35.2,Low,Medium,375 faculty (balanced) | Female-majority faculty (64.8%) | Emerging faculty diversity,0.127,1.3,4.0,1.3,93.3
184791,375,70.4,29.6,Moderate,Medium,375 faculty (balanced) | Female-majority faculty (70.4%) | Moderately diverse faculty,0.367,5.3,9.3,2.7,78.7
187198,375,64.0,36.0,High,Medium,"375 faculty (balanced) | Female-majority faculty (64.0%) | Highly diverse faculty | Strong 17.3% asian faculty, 18.7% black faculty representation",0.602,17.3,18.7,6.7,57.3
173461,375,50.7,49.3,Low,Medium,375 faculty (balanced) | Gender-balanced faculty (50.7% female) | Emerging faculty diversity,0.103,1.3,1.3,0.0,94.7
216807,374,50.3,49.7,Low,Medium,374 faculty (balanced) | Gender-balanced faculty (50.3% female) | Emerging faculty diversity,0.096,0.0,0.0,5.1,94.9
180692,374,53.2,46.8,Moderate,Medium,374 faculty (balanced) | Gender-balanced faculty (53.2% female) | Moderately diverse faculty,0.533,0.0,1.3,0.0,63.6
174817,374,51.9,48.1,Moderate,Medium,374 faculty (balanced) | Gender-balanced faculty (51.9% female) | Moderately diverse faculty,0.344,1.9,9.4,1.9,80.2
243443,374,59.4,40.6,Low,Medium,374 faculty (balanced) | Gender-balanced faculty (59.4% female) | Emerging faculty diversity | Strong 95.5% hispanic faculty representation,0.088,0.0,0.0,95.5,2.7
237215,374,52.1,47.9,Low,Medium,374 faculty (balanced) | Gender-balanced faculty (52.1% female) | Emerging faculty diversity,0.288,4.0,9.6,0.0,83.7
138868,373,53.1,46.9,Moderate,Medium,373 faculty (balanced) | Gender-balanced faculty (53.1% female) | Moderately diverse faculty,0.358,1.9,13.7,1.9,78.8
193353,373,57.9,42.1,Moderate,Medium,373 faculty (balanced) | Gender-balanced faculty (57.9% female) | Moderately diverse faculty,0.323,8.6,1.3,7.2,81.5
160649,372,68.8,31.2,Low,Medium,372 faculty (balanced) | Female-majority faculty (68.8%) | Emerging faculty diversity | Strong 86.6% black faculty representation,0.237,0.0,86.6,1.9,11.6
131876,372,78.8,21.2,High,Medium,372 faculty (balanced) | Female-majority faculty (78.8%) | Highly diverse faculty | Strong 51.1% black faculty representation,0.622,3.2,51.1,7.0,33.1
219480,371,50.9,49.1,Low,Medium,371 faculty (balanced) | Gender-balanced faculty (50.9% female) | Emerging faculty diversity,0.073,0.0,0.0,0.0,96.2
171155,371,56.6,43.4,Low,Medium,371 faculty (balanced) | Gender-balanced faculty (56.6% female) | Emerging faculty diversity,0.037,0.0,0.0,1.9,98.1
213358,371,64.2,35.8,Low,Medium,371 faculty (balanced) | Female-majority faculty (64.2%) | Emerging faculty diversity,0.176,5.7,1.9,0.0,90.6
204617,370,39.7,60.3,Moderate,Medium,370 faculty (balanced) | Male-majority faculty (60.3%) | Moderately diverse faculty,0.339,1.4,8.4,1.9,80.5
118888,370,66.2,33.8,High,Medium,370 faculty (balanced) | Female-majority faculty (66.2%) | Highly diverse faculty,0.702,13.8,5.1,5.9,49.5
481535,369,22.0,78.0,Moderate,Medium,369 faculty (balanced) | Male-majority faculty (78.0%) | Moderately diverse faculty | Strong 26.8% asian faculty representation,0.575,26.8,0.0,9.8,58.5
119270,369,7.3,92.7,Low,Medium,369 faculty (balanced) | Male-majority faculty (92.7%) | Emerging faculty diversity,0.261,9.8,2.4,2.4,85.4
455406,369,46.3,53.7,Low,Medium,369 faculty (balanced) | Gender-balanced faculty (46.3% female) | Emerging faculty diversity,0.3,4.9,2.4,0.0,82.9
214795,369,67.5,32.5,Moderate,Medium,369 faculty (balanced) | Female-majority faculty (67.5%) | Moderately diverse faculty,0.348,7.9,0.0,2.4,79.9
190761,368,65.2,34.8,Low,Medium,368 faculty (balanced) | Female-majority faculty (65.2%) | Emerging faculty diversity,0.3,6.8,1.4,5.4,83.2
173911,367,48.2,51.8,Low,Medium,367 faculty (balanced) | Gender-balanced faculty (48.2% female) | Emerging faculty diversity,0.105,2.7,0.0,0.0,94.6
203085,366,54.6,45.4,Moderate,Medium,366 faculty (balanced) | Gender-balanced faculty (54.6% female) | Moderately diverse faculty,0.308,11.5,4.9,1.4,82.2
155335,366,57.4,42.6,Low,Medium,366 faculty (balanced) | Gender-balanced faculty (57.4% female) | Emerging faculty diversity,0.225,6.8,2.7,2.7,87.7
121363,366,53.8,46.2,High,Medium,366 faculty (balanced) | Gender-balanced faculty (53.8% female) | Highly diverse faculty | Strong 23.0% hispanic faculty representation,0.672,9.6,2.7,23.0,50.5
166647,365,56.2,43.8,Moderate,Medium,365 faculty (balanced) | Gender-balanced faculty (56.2% female) | Moderately diverse faculty,0.487,9.6,4.1,4.1,69.9
147013,365,60.8,39.2,Low,Medium,365 faculty (balanced) | Female-majority faculty (60.8%) | Emerging faculty diversity,0.14,4.1,0.0,1.4,92.6
239390,364,90.4,9.6,Moderate,Medium,364 faculty (balanced) | Female-majority faculty (90.4%) | Moderately diverse faculty,0.351,0.0,1.4,5.2,79.7
225548,364,34.6,65.4,Low,Medium,364 faculty (balanced) | Male-majority faculty (65.4%) | Emerging faculty diversity,0.211,1.9,1.9,7.7,88.5
149365,364,59.9,40.1,Moderate,Medium,364 faculty (balanced) | Gender-balanced faculty (59.9% female) | Moderately diverse faculty | Strong 32.1% black faculty representation,0.554,2.7,32.1,0.0,58.2
183789,364,48.1,51.9,High,Medium,"364 faculty (balanced) | Gender-balanced faculty (48.1% female) | Highly diverse faculty | Strong 17.3% asian faculty, 15.4% black faculty representation",0.681,17.3,15.4,7.7,50.0
163976,363,30.3,69.7,Low,Medium,363 faculty (balanced) | Male-majority faculty (69.7%) | Emerging faculty diversity,0.29,4.1,1.4,0.0,83.7
447582,363,49.6,50.4,Low,Medium,363 faculty (balanced) | Gender-balanced faculty (49.6% female) | Emerging faculty diversity,0.18,0.0,3.9,0.0,90.4
199032,363,41.3,58.7,Low,Medium,363 faculty (balanced) | Gender-balanced faculty (41.3% female) | Emerging faculty diversity,0.211,0.0,7.7,1.9,88.4
211583,362,66.0,34.0,Moderate,Medium,362 faculty (balanced) | Female-majority faculty (66.0%) | Moderately diverse faculty,0.326,5.2,6.6,5.2,81.5
141680,362,37.8,62.2,High,Medium,362 faculty (balanced) | Male-majority faculty (62.2%) | Highly diverse faculty | Strong 47.5% asian faculty representation,0.674,47.5,1.4,2.8,29.0
443492,361,59.0,41.0,Low,Medium,361 faculty (balanced) | Gender-balanced faculty (59.0% female) | Emerging faculty diversity,0.111,1.9,3.9,0.0,94.2
167260,361,40.7,59.3,Low,Medium,361 faculty (balanced) | Gender-balanced faculty (40.7% female) | Emerging faculty diversity,0.295,8.9,2.5,1.4,83.4
250027,360,67.5,32.5,Low,Medium,360 faculty (balanced) | Female-majority faculty (67.5%) | Emerging faculty diversity,0.049,0.0,0.0,0.0,97.5
183655,360,60.6,39.4,Low,Medium,360 faculty (balanced) | Female-majority faculty (60.6%) | Emerging faculty diversity,0.204,6.9,1.4,1.4,88.9
235750,360,58.3,41.7,Low,Medium,360 faculty (balanced) | Gender-balanced faculty (58.3% female) | Emerging faculty diversity,0.229,1.4,0.0,1.4,87.5
223320,359,57.1,42.9,Moderate,Medium,359 faculty (balanced) | Gender-balanced faculty (57.1% female) | Moderately diverse faculty | Strong 37.6% hispanic faculty representation,0.596,0.0,3.9,37.6,50.7
172291,359,54.3,45.7,Low,Medium,359 faculty (balanced) | Gender-balanced faculty (54.3% female) | Emerging faculty diversity,0.107,0.0,2.8,2.8,94.4
